job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB00073,SQL Developer,Accenture,"Chennai, Tamil Nadu","We are looking for a SQL Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include ETL, Database, MySQL, SQL. Candidates should have 5-8 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Sc,Not Disclosed,Internship
JOB00074,Power BI Developer,Microsoft,"Ahmedabad, Gujarat","We are looking for a Power BI Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Data Modeling, Power BI, SQL. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹6-10 LPA,Full-time
JOB00075,Data Engineer,TCS,"Pune, Maharashtra","We are looking for a Data Engineer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include AWS, ETL, Spark. Candidates should have 2-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Any Graduate,₹12-20 LPA,Contract
JOB00076,Business Analyst,Genpact,"Gurugram, Haryana","We are looking for a Business Analyst to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include SQL, Excel, Communication, Power BI, Data Analysis. Candidates should have 2-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Tech,₹6-10 LPA,Contract
JOB00077,DevOps Engineer,Mphasis,"Bengaluru, Karnataka","We are looking for a DevOps Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include AWS, Docker, Kubernetes, Jenkins. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,₹12-20 LPA,Contract
JOB00078,Power BI Developer,TCS,"Mumbai, Maharashtra","We are looking for a Power BI Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Excel, Power BI, Data Modeling, DAX. Candidates should have 3-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Tech,₹4-7 LPA,Remote
JOB00079,Software Engineer,Adobe,Remote,"We are looking for a Software Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Data Structures, Python, C++, Java, Git. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,Not Disclosed,Full-time
JOB00080,AI Engineer,Oracle,"Hyderabad, Telangana","We are looking for a AI Engineer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Machine Learning, NLP, Deep Learning. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,₹6-10 LPA,Internship
JOB00081,Product Analyst,IBM,"Noida, Uttar Pradesh","We are looking for a Product Analyst to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include A/B Testing, Excel, Analytics. Candidates should have 8-12 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Any Graduate,₹5-8 LPA,Internship
JOB00082,Cybersecurity Analyst,LTIMindtree,Remote,"We are looking for a Cybersecurity Analyst to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Networking, Python, Cybersecurity, Linux. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,₹6-10 LPA,Contract
JOB00083,Data Engineer,Persistent Systems,"Kolkata, West Bengal","We are looking for a Data Engineer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include ETL, Spark, SQL, AWS, Python. Candidates should have 2-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,BCA,₹8-12 LPA,Internship
JOB00084,Frontend Developer,Capgemini,"Ahmedabad, Gujarat","We are looking for a Frontend Developer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include JavaScript, React, Tailwind CSS. Candidates should have 2-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MCA,₹10-16 LPA,Internship
JOB00085,DevOps Engineer,HCLTech,"Chennai, Tamil Nadu","We are looking for a DevOps Engineer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include AWS, Docker, Kubernetes, Jenkins, Linux. Candidates should have Fresher of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,BCA,Not Disclosed,Remote
JOB00086,Java Developer,Oracle,"Kolkata, West Bengal","We are looking for a Java Developer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include SQL, REST API, Git, Java. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,₹8-12 LPA,Internship
